ages,list_price,num_reviews,piece_count,play_star_rating,review_difficulty,star_rating,theme_name,val_star_rating,country
16,30.439,47,8,4.2,4,4.1,6,3.6,9
16,30.439,12,239,4.7,2,4.8,6,4.6,9
16,30.439,8,144,4.4,2,4.3,6,4,9
16,30.439,7,174,4.3,2,4.4,6,4.2,9
16,30.439,6,190,4.2,2,3.8,6,4.7,9
13,30.439,0,115,0,5,0,21,0,9
16,30.439,3,141,4.3,2,4.3,6,4.7,9
19,30.439,5,201,4.3,0,4.4,6,3.8,9
16,24.339,89,24,2.9,2,2.5,6,2.2,9
16,21.899,1,127,5,2,5,6,5,9
16,21.899,1,126,5,2,5,6,4,9
16,15.799,12,88,4.5,2,4.9,6,4.6,9
16,15.799,4,76,4.8,4,5,6,4.5,9
16,15.799,85,2,4.1,4,3.5,6,2.3,9
13,15.799,0,73,0,5,0,21,0,9
16,15.799,40,2,4.1,4,3.9,6,2.8,9
16,15.799,2,88,0,5,5,6,0,9
16,15.799,2,82,4.5,4,5,6,4,9
16,15.799,1,78,4,2,5,6,4,9
16,7.259,2,37,4.5,4,4.5,6,5,9
16,7.259,5,53,3.8,2,3.6,6,4.2,9
14,48.739,2,900,3.5,5,4.5,7,4.5,9
14,42.639,11,484,4.6,2,4.6,7,4.7,9
14,36.539,2,502,5,0,4,7,4,9
14,36.539,0,442,0,5,0,7,0,9
14,30.439,2,213,5,4,5,7,5,9
14,30.439,8,303,4.8,2,4.9,7,4.9,9
14,21.899,24,1,4.3,4,4.1,7,3.5,9
14,21.899,7,221,4.3,2,4.1,7,4.3,9
14,12.139,46,1,3.2,4,2.6,7,2.5,9
14,12.139,6,1,4.7,4,4.7,7,4.3,9
14,6.039,8,78,4.6,4,4.8,7,5,9
14,6.039,5,66,4.5,2,4.8,7,4.5,9
14,6.039,4,55,4.3,0,4.5,7,4.3,9
14,6.039,3,60,2.7,2,4.7,7,5,9
12,3.599,180,1,4,4,4.8,7,4.6,9
14,67.039,4,790,5,2,5,7,5,9
25,91.439,11,728,3.2,0,3.4,8,3.2,9
29,91.439,23,792,4.7,0,4.9,8,4.3,9
28,73.139,14,670,4.2,0,4.5,8,4.3,9
25,60.939,4,422,4,0,4.8,8,4.3,9
25,48.739,10,386,3.2,0,3.8,8,3.9,9
25,42.639,5,379,4,2,4.4,8,4.2,9
22,42.639,2,374,4,2,3.5,8,4,9
22,42.639,13,285,4.3,2,4.2,8,4.4,9
22,36.539,8,356,4,0,4.6,8,4.9,9
22,30.439,1,200,5,0,5,8,5,9
22,30.439,1,225,5,2,4,8,4,9
22,30.439,2,241,4.5,2,5,8,5,9
22,24.339,9,205,4.5,0,4.8,8,4.3,9
22,21.899,27,174,4.5,2,4.7,8,4.7,9
22,21.899,5,223,4.7,2,4.4,8,5,9
19,15.799,6,122,4.5,2,4.5,8,4.7,9
19,15.799,1,102,4,2,4,8,4,9
19,15.799,1,109,5,0,5,8,5,9
19,15.799,0,109,0,5,0,8,0,9
8,219.539,62,2480,4.4,1,4.6,9,4.3,9
8,487.939,43,5923,3.9,1,4.8,9,4.5,9
8,341.539,99,4002,4.7,1,4.8,9,4.5,9
8,329.339,228,4295,4.2,1,4.8,9,4.6,9
8,329.339,64,4163,3.7,1,4.6,9,4.6,9
8,268.339,53,2670,4.2,1,4.4,9,4.2,9
8,243.939,91,2464,4.9,1,4.9,9,4.7,9
8,219.539,202,2469,4.7,1,4.9,9,4.7,9
8,219.539,177,2262,4.4,1,4.6,9,4.4,9
8,219.539,115,2382,4.5,1,4.7,9,4.2,9
8,170.739,53,1686,4.1,0,4.6,9,4.3,9
8,134.139,337,1334,4.3,1,4.7,9,4.5,9
8,134.139,66,1167,4.5,0,4.9,9,4.7,9
8,134.139,134,1077,4.4,0,4.7,9,4.5,9
5,97.539,142,898,3.9,0,3.8,9,3.7,9
7,365.939,19,3444,4.9,1,5,37,4.9,9
29,170.739,13,955,4.1,0,3.7,10,3,9
23,79.239,5,425,3.2,0,3.2,37,2.6,9
23,73.139,6,622,5,0,5,10,4.8,9
23,60.939,5,406,5,0,4.8,10,4.8,9
19,54.839,6,271,4.5,2,4.8,10,4.5,9
23,54.839,12,293,4.9,0,4.8,37,4.6,9
23,48.739,5,267,3.6,2,3.2,37,3.4,9
13,42.639,1,151,5,2,5,21,5,9
19,36.539,9,197,3.9,2,4.2,10,3.9,9
23,36.539,2,198,4,5,4.5,37,4,9
19,36.539,1,199,5,0,5,10,5,9
0,15.799,5,143,4.6,2,5,4,5,9
0,15.799,3,122,2.7,4,4,4,3,9
0,15.799,2,108,3.5,2,5,4,4,9
0,15.799,1,135,1,4,4,4,3,9
26,121.939,9,643,4.4,0,4.8,37,3.5,9
0,30.439,0,209,0,5,0,4,0,9
8,487.939,171,4080,4.5,1,4.7,15,4.5,9
7,280.539,52,2294,3.3,0,4.5,15,4.3,9
19,121.939,3,585,4.3,1,4.3,15,3.3,9
19,103.639,5,701,4,0,4,15,3.8,9
19,73.139,3,380,4.3,0,4.3,15,3.3,9
19,60.939,3,307,4.7,2,4.7,15,4.7,9
19,60.939,4,350,4.3,0,4.8,15,4.3,9
19,60.939,3,322,4.7,2,4.3,15,4.3,9
13,48.739,2,191,5,0,5,21,4.5,9
16,42.639,2,222,5,0,5,15,4.5,9
13,36.539,2,116,5,2,4.5,21,5,9
13,36.539,3,94,4.7,0,4.7,21,4.7,9
16,30.439,0,125,0,5,0,15,0,9
13,30.439,2,95,2.5,2,3,21,3,9
16,21.899,1,104,5,0,5,15,5,9
13,15.799,8,47,3.9,4,4,21,3.9,9
13,15.799,3,62,4.3,2,4.7,21,5,9
13,15.799,1,75,5,5,5,21,5,9
13,15.799,3,59,4.3,2,5,21,4.3,9
18,15.799,1,115,4,2,5,15,4,9
18,15.799,1,80,5,2,5,15,5,9
11,42.639,0,22,0,5,0,13,0,9
11,30.439,1,24,0,5,5,13,0,9
11,158.539,22,134,4.6,0,4.1,13,3.7,9
11,146.339,8,163,4.9,2,5,13,4.8,9
11,109.739,1,106,4,2,5,13,4,9
11,91.439,1,67,5,0,5,13,5,9
11,91.439,0,98,0,5,0,13,0,9
11,91.439,0,104,0,5,0,13,0,9
11,79.239,11,52,4.9,2,4.7,13,4.4,9
11,73.139,3,28,5,2,5,13,4.5,9
11,67.039,0,61,0,5,0,13,0,9
11,67.039,0,71,0,5,0,13,0,9
11,60.939,0,69,0,5,0,13,0,9
11,60.939,0,70,0,5,0,13,0,9
11,48.739,3,48,5,4,5,13,5,9
11,48.739,0,120,0,5,0,13,0,9
11,42.639,1,31,5,2,5,13,4,9
11,42.639,3,28,4.3,0,4.3,13,3.3,9
9,42.639,0,34,0,5,0,13,0,9
11,42.639,0,38,0,5,0,13,0,9
11,42.639,0,59,0,5,0,13,0,9
11,42.639,1,37,5,4,5,13,5,9
10,42.639,4,65,4.8,4,5,13,4,9
11,36.539,2,26,5,4,5,13,5,9
11,36.539,4,24,5,2,4.8,13,4.7,9
11,36.539,2,57,5,0,5,13,5,9
11,36.539,0,32,0,5,0,13,0,9
10,36.539,0,70,0,5,0,13,0,9
11,36.539,0,29,0,5,0,13,0,9
11,30.439,2,26,5,0,5,13,5,9
11,30.439,2,39,5,0,5,13,5,9
11,30.439,0,26,0,5,0,13,0,9
9,30.439,6,24,2.2,0,2.2,13,3.2,9
11,30.439,1,23,5,2,5,13,5,9
11,30.439,1,19,3,5,4,13,4,9
9,24.339,5,23,5,2,5,13,4.8,9
10,24.339,6,36,4.8,2,5,13,4.7,9
9,24.339,0,80,0,5,0,13,0,9
10,24.339,0,29,0,5,0,13,0,9
9,24.339,0,28,0,5,0,13,0,9
11,21.899,0,15,0,5,0,13,0,9
11,21.899,0,19,0,5,0,13,0,9
11,21.899,1,15,3,2,4,13,3,9
9,21.899,0,41,0,5,0,13,0,9
10,21.899,15,1,4.4,2,4,13,3.3,9
11,15.799,0,16,0,5,0,13,0,9
11,15.799,2,15,5,4,5,13,5,9
9,15.799,0,18,0,5,0,13,0,9
9,6.039,0,6,0,5,0,13,0,9
9,6.039,0,6,0,5,0,13,0,9
9,6.039,0,6,0,5,0,13,0,9
28,91.439,2,646,5,5,4.5,16,3,9
25,60.939,2,451,4.5,0,5,16,4.5,9
25,42.639,2,360,4,0,4,16,3.5,9
22,36.539,2,205,5,0,5,16,5,9
22,21.899,2,149,5,2,5,16,5,9
25,103.639,1,695,0,5,5,16,0,9
25,73.139,6,460,4.5,0,4.3,16,4.2,9
25,42.639,8,339,4.3,0,4.3,16,4.4,9
22,30.439,2,145,5,0,5,16,3.5,9
25,146.339,17,1124,4.8,0,4.8,17,4.5,9
22,121.939,4,871,5,0,4.8,17,4,9
19,103.639,8,722,4.6,0,4,17,4,9
19,97.539,8,622,4.6,0,4.1,17,3.3,9
22,97.539,2,603,5,1,4.5,17,5,9
19,97.539,5,575,5,0,5,17,5,9
25,85.339,3,585,3.3,0,3.7,17,3.7,9
22,79.239,0,488,0,5,0,17,0,9
19,73.139,6,589,4.8,2,4.5,17,4,9
19,60.939,1,460,4,0,4,17,1,9
19,60.939,0,370,0,5,0,17,0,9
19,60.939,3,326,4,1,3.7,17,3,9
22,54.839,4,402,5,0,5,17,4.5,9
19,42.639,2,351,5,1,5,17,5,9
19,42.639,3,378,4.7,0,2.7,17,3.3,9
19,42.639,2,307,5,0,4.5,17,4.5,9
19,42.639,1,309,5,2,5,17,5,9
19,42.639,7,289,3.8,2,4.1,17,3.7,9
19,36.539,3,246,5,2,4,17,4,9
19,36.539,1,229,5,0,5,17,5,9
19,30.439,1,223,5,5,5,17,5,9
19,30.439,0,210,0,5,0,17,0,9
13,30.439,0,115,0,5,0,21,0,9
19,30.439,4,186,5,2,4.5,17,4.8,9
19,21.899,1,163,5,2,4,17,2,9
19,21.899,0,119,0,5,0,17,0,9
18,18.239,2,249,5,0,5,17,5,9
13,15.799,2,67,5,4,5,21,4,9
19,15.799,2,95,4.5,2,5,17,5,9
19,15.799,3,86,2.3,0,3,17,2.7,9
8,487.939,130,4634,4.7,1,4.8,18,4.7,9
5,97.539,83,962,3.7,0,4.5,19,4.2,9
5,219.539,79,2049,4.8,0,5,19,4.7,9
7,170.739,367,1969,4.6,1,4.9,19,4.9,9
27,73.139,23,496,3.6,2,3.3,19,2.7,9
0,36.539,33,231,4.4,2,4.6,19,4.5,9
0,48.739,31,230,4.1,2,4.4,19,3.7,9
13,73.139,0,150,0,5,0,21,0,9
13,42.639,0,85,0,5,0,21,0,9
13,42.639,0,149,0,5,0,21,0,9
13,36.539,1,95,5,4,5,21,4,9
13,32.879,0,84,0,5,0,21,0,9
17,73.139,1,266,5,1,5,21,5,9
13,48.739,2,191,5,0,5,21,4.5,9
13,42.639,1,151,5,2,5,21,5,9
13,42.639,2,175,5,5,5,21,4,9
13,36.539,2,116,5,2,4.5,21,5,9
13,36.539,3,94,4.7,0,4.7,21,4.7,9
13,32.879,1,125,5,5,4,21,4,9
13,30.439,0,115,0,5,0,21,0,9
13,30.439,2,100,5,2,5,21,4.5,9
13,30.439,2,95,2.5,2,3,21,3,9
13,30.439,0,115,0,5,0,21,0,9
13,30.439,2,108,4.5,2,4.5,21,4,9
13,30.439,1,110,0,2,4,21,0,9
13,30.439,0,131,0,5,0,21,0,9
13,21.899,2,63,4,2,4.5,21,4,9
13,21.899,2,67,5,0,5,21,5,9
13,15.799,2,67,5,4,5,21,4,9
13,15.799,8,47,3.9,4,4,21,3.9,9
13,15.799,3,62,4.3,2,4.7,21,5,9
13,15.799,1,75,5,5,5,21,5,9
13,15.799,3,59,4.3,2,5,21,4.3,9
13,15.799,0,73,0,5,0,21,0,9
13,48.739,1,178,5,4,5,21,4,9
25,195.139,3,1019,5,2,5,20,4.3,9
22,121.939,2,577,5,0,5,5,4,9
22,103.639,0,609,0,5,0,36,0,9
19,73.139,4,360,4.8,0,5,22,4.3,9
22,73.139,2,289,3,2,3.5,14,2.5,9
13,73.139,0,150,0,5,0,21,0,9
22,73.139,0,397,0,5,0,3,0,9
19,60.939,2,222,4.5,0,5,35,4.5,9
13,42.639,0,85,0,5,0,21,0,9
11,42.639,0,22,0,5,0,13,0,9
19,36.539,3,126,4.3,2,4.7,31,3.7,9
13,32.879,0,84,0,5,0,21,0,9
0,30.439,2,234,3,2,5,4,4,9
11,30.439,1,24,0,5,5,13,0,9
7,195.139,52,1363,3.2,0,3.8,25,4,9
26,146.339,8,1004,4.9,0,5,25,4.9,9
26,121.939,18,674,4.8,0,4.6,25,4.2,9
23,60.939,3,416,3.7,0,4,25,3.7,9
23,54.839,13,375,4.7,2,4.8,25,4.7,9
19,36.539,10,223,4.4,2,4.4,25,4.9,9
19,21.899,13,124,4.2,2,4.8,25,4.8,9
0,15.799,3,101,4,0,4.7,4,4.5,9
0,15.799,2,105,3,2,5,4,5,9
0,15.799,1,113,5,2,5,4,5,9
0,15.799,1,136,0,5,5,4,0,9
23,91.439,6,492,4.7,0,4.3,25,4,9
23,91.439,7,375,4.1,2,3.7,25,2.3,9
23,73.139,6,400,4.8,2,4.3,25,4.5,9
23,60.939,23,375,4.4,0,4.6,25,3.9,9
23,54.839,7,358,4.7,0,4.7,25,4.8,9
23,48.739,10,377,4.8,2,4.6,25,4.3,9
11,42.639,0,38,0,5,0,13,0,9
19,36.539,9,185,3.9,2,3.9,25,4.2,9
19,36.539,6,229,4.4,2,4.7,25,5,9
19,36.539,10,160,3.9,2,3.7,25,3.9,9
13,32.879,1,125,5,5,4,21,4,9
16,15.799,2,79,3.5,2,3.5,25,3,9
16,15.799,0,86,0,5,0,25,0,9
16,15.799,0,89,0,5,0,25,0,9
0,487.939,38,601,4.4,1,4.3,24,3.7,9
3,280.5878,1,1,5,0,4,24,3,9
3,158.5878,6,1,4,4,4.3,24,3,9
3,54.8878,0,1,0,5,0,24,0,9
0,54.8878,4,1,3,1,3.5,24,4,9
3,54.8878,1,1,5,4,5,24,5,9
3,54.8878,0,1,0,5,0,24,0,9
0,54.8878,3,1,5,0,5,24,3.3,9
3,42.6878,2,1,5,5,5,24,5,9
24,36.5878,2,1,5,4,4,24,2.5,9
3,36.5878,1,1,5,2,5,24,0,9
3,30.4878,0,1,0,5,0,24,0,9
3,24.3878,0,7,0,5,0,24,0,9
5,365.939,11,2863,4.3,1,4.5,26,4.2,9
24,170.739,2,1122,5,2,5,26,4,9
24,134.139,7,729,4,0,4.1,26,3.7,9
24,103.639,1,717,5,1,5,26,5,9
24,91.439,4,549,4.7,2,4.8,26,4.3,9
24,73.139,1,470,5,0,5,26,5,9
24,60.939,0,278,0,5,0,26,0,9
24,60.939,6,387,4.2,2,4.7,26,4.2,9
23,30.439,4,198,4.5,0,4.5,26,5,9
23,30.439,2,241,5,0,5,26,4.5,9
24,30.439,16,208,4.4,2,4.6,26,4.4,9
24,30.439,5,247,5,0,4.6,26,4.8,9
20,21.899,0,84,0,5,0,26,0,9
20,21.899,4,69,5,2,4.3,26,2.7,9
16,60.939,10,169,4.3,4,4.1,6,3.6,9
15,4.819,13,8,4.3,4,4.8,27,4,9
15,4.819,15,7,4.8,4,4.5,27,4.4,9
29,182.939,5,1426,2,1,2.6,28,1.8,9
26,91.439,3,604,4.3,1,4,28,4,9
26,73.139,0,569,0,5,0,28,0,9
26,60.939,3,506,5,0,5,28,5,9
26,42.639,0,369,0,5,0,28,0,9
23,30.439,1,191,4,2,5,28,3,9
23,30.439,0,217,0,5,0,28,0,9
8,426.939,88,4867,4.8,1,4.9,38,4.8,9
29,231.739,52,2295,4.7,1,4.9,38,4.8,9
29,146.339,15,1403,4.5,0,4.8,38,4.8,9
29,121.939,9,830,4.6,0,4.9,38,4.8,9
29,121.939,6,914,4.8,0,4.8,38,4.7,9
29,121.939,11,1202,4.7,0,4.5,38,4.4,9
26,103.639,6,765,3.8,0,4.2,29,4.2,9
29,103.639,19,944,3.6,0,4.2,38,4.6,9
26,85.339,8,747,4.3,0,4.5,38,4.5,9
29,85.339,8,876,4.7,0,5,38,4.6,9
26,73.139,2,556,4.5,0,4,29,4.5,9
26,73.139,7,521,4.7,0,4.3,38,5,9
26,73.139,29,544,4.6,0,4.7,38,4.5,9
26,60.939,21,494,4.6,0,4.5,38,4.8,9
26,60.939,0,530,0,5,0,29,0,9
29,60.939,4,552,4.3,1,4.8,29,4.3,9
23,42.639,3,308,5,0,4.7,29,4.3,9
23,42.639,10,312,3.5,2,4,38,3.6,9
26,42.639,8,341,4.2,0,4.6,38,4.5,9
23,42.639,6,341,4.4,2,4.3,38,4.2,9
23,30.439,3,257,5,0,5,29,5,9
23,30.439,8,217,4.1,2,3.6,38,4.1,9
23,30.439,18,233,4.6,2,4.6,38,4.5,9
13,30.439,0,131,0,5,0,21,0,9
20,15.799,1,48,5,4,5,38,5,9
20,15.799,0,61,0,5,0,29,0,9
20,15.799,1,68,4,4,4,29,3,9
20,15.799,2,73,5,2,5,29,3.5,9
20,15.799,0,69,0,5,0,29,0,9
20,15.799,11,109,4.5,2,4.7,38,4.8,9
20,15.799,0,69,0,5,0,29,0,9
7,304.939,61,2028,4.6,1,4.8,29,4.3,9
18,853.9878,7,2631,4.7,2,4.6,32,3.6,9
18,683.1878,8,2455,3.7,0,3.4,32,2.9,9
18,439.1878,2,4900,5,2,5,32,5,9
18,32.9278,10,219,3.9,2,3.9,32,3.3,9
26,146.339,2,841,5,0,5,33,4.5,9
23,60.939,4,391,5,0,4.8,33,4.8,9
23,21.899,9,183,4.8,2,4.9,33,4.8,9
23,21.899,3,179,5,2,5,33,5,9
23,21.899,13,203,4.5,0,4.5,33,4.5,9
23,21.899,3,163,5,2,5,33,5,9
26,146.339,8,941,4.6,0,4.6,33,4.3,9
23,48.739,12,366,4.5,2,4.8,33,4.4,9
23,21.899,12,196,4.5,2,4.6,33,4.4,9
23,21.899,10,161,4.7,2,4.9,33,4.7,9
23,21.899,11,184,4.8,2,4.7,33,4.7,9
23,21.899,19,181,4.7,2,4.9,33,4.8,9
29,243.939,6,1413,4.3,0,4.3,34,3.7,9
29,103.639,7,519,5,0,4.7,34,3.7,9
25,79.239,2,464,4,2,4.5,34,3.5,9
22,42.639,4,345,4.5,2,4.8,34,4.3,9
26,42.639,0,104,0,5,0,34,0,9
23,36.539,3,101,3.5,2,4.7,34,4.3,9
26,36.539,0,101,0,5,0,34,0,9
19,21.899,5,99,4.5,4,5,34,4.3,9
0,15.799,1,149,2,4,3,4,4,9
0,15.799,1,141,2,4,4,4,4,9
7,731.939,85,4016,4.5,1,3.9,34,3.5,9
7,292.739,87,1703,3.3,1,4.3,34,4.1,9
7,280.539,201,1996,3.9,1,4.8,34,4.5,9
29,219.539,31,1416,4.6,0,4.8,34,4.4,9
29,195.139,34,1376,4,1,4.3,34,3.8,9
29,170.739,15,825,4.7,0,4.7,34,4.3,9
29,170.739,23,780,4.7,0,4.6,34,4,9
2,146.339,79,1106,4.6,0,4.8,34,4.6,9
29,134.139,39,863,4.2,0,4.4,34,4.4,9
26,134.139,5,775,4.8,1,4.8,34,4.4,9
26,121.939,22,630,4.5,0,4.6,34,3.9,9
26,121.939,71,717,4.7,0,4.7,34,4.1,9
26,121.939,56,659,4.6,0,4.6,34,3.9,9
29,121.939,4,746,4.5,2,4.3,34,4,9
26,121.939,3,836,5,0,4.7,34,3.7,9
26,103.639,51,691,4.8,0,4.7,34,4.4,9
26,103.639,6,557,4.2,1,4.3,34,4.4,9
26,91.439,12,457,4.4,2,4.3,34,3.6,9
26,85.339,37,370,2.2,2,1.8,34,1.8,9
29,85.339,9,554,3.9,1,4,34,3.8,9
29,60.939,6,168,4.6,0,5,34,4,9
22,60.939,27,277,4.6,2,4.6,34,4.1,9
26,60.939,14,294,4.6,2,4.7,34,3.7,9
26,48.739,5,179,4.3,0,3.6,34,3.4,9
22,42.639,25,241,4.1,2,4.5,34,4.1,9
25,42.639,37,262,4.3,2,4.5,34,4.3,9
22,42.639,19,157,3.4,2,2.6,34,1.9,9
26,42.639,27,305,4.6,2,4.6,34,4.4,9
26,36.539,7,92,4.1,2,4.7,34,3.9,9
26,36.539,12,86,4.4,2,4.5,34,4.4,9
26,36.539,3,85,4.7,2,4.7,34,4.7,9
23,36.539,3,100,3.3,4,4,34,4,9
19,30.439,4,216,4.5,2,4.5,34,4.5,9
26,30.439,1,94,4,2,4,34,4,9
19,21.899,15,108,3.8,4,4.1,34,3.9,9
19,21.899,40,125,4.5,4,4.7,34,4.8,9
19,15.799,3,91,4.7,2,4.3,34,4,9
19,15.799,6,109,4.8,2,4.8,34,4.8,9
0,15.799,5,130,4.3,2,5,4,4.8,9
0,15.799,3,119,4.5,2,5,4,4.5,9
22,42.639,8,229,4.4,2,4.6,34,4.3,9
19,21.899,5,102,4.2,4,4.2,34,4.4,9
26,79.239,14,376,4,2,3.5,34,3.3,9
1,79.239,11,452,4.2,1,4.5,34,4.4,9
26,79.239,24,358,4.7,2,4.6,34,3.7,9
22,60.939,13,278,4.9,2,4.5,34,4.2,9
22,42.639,27,149,4.3,2,4.5,34,4.3,9
22,42.639,38,282,4.5,2,4.7,34,4.7,9
26,42.639,4,144,4.8,0,4.8,34,4,9
22,42.639,32,208,4.4,2,4.4,34,4.4,9
19,30.439,3,188,4,2,4.3,34,4,9
19,21.899,14,97,4.2,2,4.1,34,4.1,9
19,15.799,9,92,4.7,2,4.7,34,4.7,9
19,15.799,4,88,4.3,2,4.5,34,4.5,9
7,292.739,0,1967,0,5,0,34,0,9
8,1097.939,198,7541,4,1,4.8,34,4.4,9
19,21.899,26,117,4.3,4,4.7,34,4.2,9
8,426.939,143,2704,4.2,1,4.7,39,4.3,9
4,353.739,45,1862,3.7,1,3.5,39,2.9,9
6,329.339,75,3929,3.9,1,4.6,39,4.6,9
4,219.539,22,2595,4.5,0,4.7,39,4.7,9
4,182.939,19,2382,4.5,0,4.9,39,4.7,9
2,182.939,7,1151,4,1,4.9,39,4.7,9
2,146.339,8,1005,4.1,0,4.4,39,4.1,9
2,134.139,14,1327,4.6,1,4.6,39,4.8,9
2,121.939,12,1098,4,0,4.8,39,4.6,9
30,115.839,28,370,4.6,2,4.5,39,4.2,9
30,103.639,5,1020,3.8,0,4.2,39,4.2,9
2,73.139,12,603,4.2,0,4.7,39,4.4,9
26,73.139,8,631,4.7,2,4.8,39,4.3,9
30,60.939,1,513,5,2,5,39,4,9
30,54.839,57,10,4.6,2,4.5,30,3.9,9
26,42.639,5,330,4,0,4.8,39,4.2,9
23,30.439,1,135,5,5,5,39,5,9
23,30.439,2,139,4.5,2,4,39,3.5,9
23,30.439,7,142,4.4,2,4.7,39,4.6,9
26,30.439,10,365,4.6,2,4.8,39,4.6,9
23,30.439,2,140,4.5,2,4,39,4,9
26,21.899,9,199,4.3,2,4.7,39,4.8,9
26,21.899,2,171,5,1,5,39,5,9
23,15.799,2,176,4.5,2,4.5,39,4.5,9
7,365.939,19,3444,4.9,1,5,37,4.9,9
6,207.339,20,1628,3.5,0,3.8,37,3.3,9
2,195.139,18,1456,4.6,0,4.6,37,4.6,9
26,146.339,23,1047,4.7,0,4.7,37,4.3,9
29,134.139,4,1053,4,0,4,37,3.8,9
26,91.439,20,581,4.6,0,4.8,37,4.3,9
26,79.239,19,433,4.4,0,4.7,37,4.2,9
23,79.239,5,425,3.2,0,3.2,37,2.6,9
26,79.239,6,366,3.7,0,4,37,3,9
23,54.839,12,293,4.9,0,4.8,37,4.6,9
26,48.739,24,305,4.5,2,4.8,37,4.4,9
23,48.739,18,254,4.2,2,4.2,37,4.4,9
23,48.739,5,267,3.6,2,3.2,37,3.4,9
23,36.539,2,198,4,5,4.5,37,4,9
23,36.539,8,204,4.1,0,4.4,37,4.1,9
23,36.539,19,201,4.1,2,4.6,37,4.4,9
19,21.899,7,141,4,2,4.1,37,4.4,9
19,21.899,18,124,4.5,2,4.7,37,4.6,9
15,4.819,13,8,4.3,4,4.8,27,4,9
26,121.939,9,643,4.4,0,4.8,37,3.5,9
8,426.939,88,4867,4.8,1,4.9,38,4.8,9
29,231.739,52,2295,4.7,1,4.9,38,4.8,9
29,146.339,15,1403,4.5,0,4.8,38,4.8,9
29,121.939,9,830,4.6,0,4.9,38,4.8,9
29,121.939,6,914,4.8,0,4.8,38,4.7,9
29,121.939,11,1202,4.7,0,4.5,38,4.4,9
29,103.639,19,944,3.6,0,4.2,38,4.6,9
26,85.339,8,747,4.3,0,4.5,38,4.5,9
29,85.339,8,876,4.7,0,5,38,4.6,9
26,73.139,7,521,4.7,0,4.3,38,5,9
26,73.139,29,544,4.6,0,4.7,38,4.5,9
26,60.939,21,494,4.6,0,4.5,38,4.8,9
23,42.639,10,312,3.5,2,4,38,3.6,9
26,42.639,8,341,4.2,0,4.6,38,4.5,9
23,42.639,6,341,4.4,2,4.3,38,4.2,9
23,30.439,8,217,4.1,2,3.6,38,4.1,9
23,30.439,18,233,4.6,2,4.6,38,4.5,9
20,15.799,1,48,5,4,5,38,5,9
20,15.799,11,109,4.5,2,4.7,38,4.8,9
5,121.9878,23,1032,3.6,0,4.6,1,4.3,10
5,85.3878,14,744,3.2,1,4.6,1,4.1,10
5,79.2878,7,597,3.7,0,4.9,1,4.4,10
5,60.9878,24,780,4.4,0,4.7,1,4.3,10
5,60.9878,37,598,3.7,0,4.2,1,4.1,10
5,48.7878,23,468,3.6,0,4.7,1,4.1,10
5,48.7878,11,444,3.6,0,4.8,1,4.5,10
5,43.9078,53,321,3.2,0,4.6,1,4.4,10
5,42.6878,14,386,4.1,0,4.4,1,3.6,10
5,36.5878,7,361,4.2,2,4.6,1,4.2,10
22,195.1878,63,847,3.8,0,3.4,2,3.5,10
0,42.6878,14,708,4.5,0,4.6,4,4.9,10
0,24.3878,1,234,3,2,5,4,5,10
0,24.3878,1,160,5,4,5,4,5,10
0,12.1878,1,149,2,4,3,4,4,10
0,12.1878,1,141,2,4,4,4,4,10
0,12.1878,3,101,4,0,4.7,4,4.5,10
0,12.1878,2,105,3,2,5,4,5,10
0,12.1878,1,113,5,2,5,4,5,10
0,12.1878,1,136,0,5,5,4,0,10
0,12.1878,4,126,2,2,5,4,4.5,10
0,12.1878,5,143,4.6,2,5,4,5,10
0,12.1878,3,122,2.7,4,4,4,3,10
0,12.1878,7,140,3.2,2,4.9,4,4.7,10
0,12.1878,5,130,4.3,2,5,4,4.8,10
0,12.1878,3,119,4.5,2,5,4,4.5,10
0,12.1878,2,108,3.5,2,5,4,4,10
0,12.1878,1,135,1,4,4,4,3,10
0,24.3878,1,240,3,2,5,4,5,10
0,24.3878,0,209,0,5,0,4,0,10
16,12.1878,2,87,4.5,2,4.5,6,5,10
19,219.5878,35,888,4.7,0,4.4,6,3.8,10
25,170.7878,1,1250,5,0,5,6,4,10
19,158.5878,45,610,4.4,0,4.4,6,4,10
19,121.9878,10,894,4.2,2,4.7,6,4,10
19,121.9878,16,919,4.5,0,4.6,6,4.6,10
25,121.9878,6,813,4.5,0,4.3,6,4,10
19,121.9878,3,792,3.3,0,3.7,6,3.3,10
22,115.8878,1,883,5,5,5,6,5,10
19,103.6878,8,663,4.4,0,4.6,6,4,10
19,91.4878,4,740,5,0,5,6,4.3,10
16,73.1878,9,561,3.9,2,3.3,6,3.6,10
16,67.0878,2,303,4.5,0,4,6,2.5,10
22,60.9878,3,426,4.7,0,5,6,4.7,10
19,60.9878,8,415,4.4,1,4.4,6,4,10
16,54.8878,0,387,0,5,0,6,0,10
16,54.8878,1,294,4,0,5,6,4,10
16,48.7878,10,169,4.3,4,4.1,6,3.6,10
16,48.7878,16,337,3.6,2,3.3,6,2.7,10
19,45.75,10,374,3.9,2,4,6,3.3,10
16,36.5878,7,344,5,2,5,6,5,10
16,36.5878,14,294,4.2,0,4.2,6,4.1,10
16,36.5878,2,347,4.5,4,5,6,5,10
16,36.5878,8,257,4.2,0,3.9,6,3.8,10
